,HepG2_xenograft_CTL_1,HepG2_xenograft_CTL_2,HepG2_xenograft_CTL_3,HepG2_xenograft_CTL_4,HepG2_xenograft_CTL_5,HepG2_xenograft_DKD_1,HepG2_xenograft_DKD_2,HepG2_xenograft_DKD_3,HepG2_xenograft_DKD_4,HepG2_xenograft_DKD_5
ATP6V1FNB,9.732597268,4.048097035,3.108137317,4.139493865,6.123162359,4.979209013,9.590850107,5.812752785,6.932592442,7.705484837
ATP6V1G1,3206.8908,3375.100903,3162.011697,3183.270782,3042.191165,3595.984749,3211.975701,3540.935238,3217.713264,3228.598147
ATP6V1G1P2,0,0,0,0,0,0,0,0,0,0
ATP6V1G1P3,0,2.024048518,0,0,0,1.991683605,1.918170021,3.875168524,1.980740698,0.963185605
ATP6V1G1P4,3.893038907,0,0,2.069746933,0,0,0.959085011,0.968792131,0,0
ATP6V1G1P6,0,0,0,0,0,0,0,0,0,0
ATP6V1G1P7,0,0,0,0,0,0,0.959085011,0,0,0
ATP6V1G2,6.812818087,5.060121294,12.43254927,7.244114264,7.143689418,9.958418027,7.672680086,6.781544916,7.922962791,18.30052649
ATP6V1G2-DDX39B,0,0,0,0,0,0,1.918170021,0,0,0
ATP6V1G3,0,0,0,0,0,0,0,0,0,0
ATP6V1H,1141.633659,1276.16259,1201.813096,1227.359931,1229.735107,1069.534096,1147.065673,1122.83008,1081.484421,1017.123998
ATP7A,381.5178129,486.7836685,398.8776223,331.1595092,352.0818356,480.9915907,329.9252437,349.7339593,419.9170279,362.1577873
ATP7B,4599.625469,4767.646283,4100.669166,4739.720475,4261.721002,4621.701806,4638.135112,4546.54147,4730.008786,4343.003891
ATP8A1,281.272061,212.5250943,166.8033693,313.5666603,218.3927908,291.7816482,276.2164831,367.1722176,191.1414773,258.133742
ATP8A2,13.62563617,7.084169812,31.08137317,14.48822853,16.32843296,5.975050816,13.42719015,4.843960654,13.86518488,1.926371209
ATP8A2P2,0,0,0,0,0,0,0,0,0,0
ATP8A2P3,0,0,0,0,0,0,0,0,0,0
ATP8B1,791.2601579,638.5873073,644.4204703,670.5980061,687.8352383,533.7712062,571.6146664,612.2766267,602.1451721,536.4943818
ATP8B2,944.061935,758.0061698,852.6656705,780.2945936,865.4069467,1251.773146,1074.175212,1041.451541,1070.590347,1146.190869
ATP8B3,121.6574658,83.99801348,212.3893833,113.8360813,155.1201131,169.2931065,240.7303377,125.942977,189.1607366,159.8888104
ATP8B4,44.76994743,39.46894609,22.79300699,57.95291411,20.4105412,56.76298275,73.84954583,100.7543816,85.17185,74.16529155
ATP8B5P,10.70585699,5.060121294,7.252320405,20.69746933,14.28737884,10.95425983,7.672680086,5.812752785,6.932592442,12.52141286
ATP9A,3304.216772,2603.938418,2858.450285,2928.69191,2657.452464,5423.354457,4292.864508,5243.103012,5217.270998,5209.870935
ATP9B,1252.585268,1219.489232,1168.659631,1167.33727,1196.057714,1235.839677,1375.327905,1416.374095,1457.825154,1398.545498
ATPAF1,2282.294059,2115.130701,1960.198601,2359.511503,2029.828322,2136.080667,2085.050813,2403.573277,2159.007361,1926.371209
ATPAF2,572.2767193,488.807717,613.3390971,568.145533,535.7767064,546.7171497,563.9419863,524.1165428,541.7325808,562.5003931
ATPSCKMT,275.4325027,343.0762237,343.9671964,335.2990031,354.1228897,300.7442244,333.7615837,310.0134819,318.8992523,254.2809996
ATR,1929.974038,2138.407259,1890.783534,2043.875096,2202.297395,1797.494454,1790.611715,1840.705049,1674.71626,1592.145804
ATRAID,4116.888644,4182.696262,4227.066751,4203.65602,4216.817811,3864.862036,4122.147376,3916.826585,3962.471766,3899.938513
ATRIP,808.7788329,793.4270189,889.9633183,999.6877684,887.858542,733.9354086,954.2895857,811.8478057,851.7185,809.0759079
ATRN,7257.597782,7596.254086,7200.518117,7145.801284,7568.228675,6320.607921,6004.831252,5794.345735,6019.470981,6025.689142
ATRNL1,3.893038907,6.072145553,12.43254927,10.34873466,14.28737884,1.991683605,10.54993512,10.65671344,3.961481396,3.852742418
ATRX,3132.92306,3781.934655,2897.820025,3404.733704,2983.000596,4165.606261,3516.005649,4445.787089,4635.923603,4107.986604
ATXN1,1055.986804,1132.455146,1110.641068,960.3625767,1076.656048,1375.257529,894.826315,1044.357917,1114.166642,1302.226937
ATXN10,4775.785479,5231.153394,4575.17813,5380.307151,4951.597294,4541.03862,4617.035242,5122.003996,4773.585082,4487.481732
ATXN1L,2428.283018,2534.108744,2573.537698,2603.741641,2725.827777,2095.251153,2134.923234,2229.190693,2221.400693,2038.100739
ATXN2,1351.85776,1341.944167,1310.597902,1401.218673,1271.576716,1688.947697,1366.69614,1542.317072,1534.08367,1711.580819
ATXN2L,6944.20815,6773.478364,7097.949585,6573.516258,6315.021446,7395.121227,6426.828657,6686.603287,7550.58354,6877.145217
ATXN3,499.2822398,603.1664582,482.7973298,484.3207822,483.7298263,627.3803357,511.1923107,536.7108405,514.9925814,581.7641052
ATXN3L,0,0,0,0,0,0,0,0,0,0
ATXN7,1461.83611,1398.617526,1418.346662,1197.3486,1320.562015,1667.039178,1286.132999,1463.84491,1357.797748,1532.428297
ATXN7L1,254.9940484,265.1503558,219.6417037,273.2065951,247.9880755,277.8398629,349.1069439,270.2930045,280.2748087,278.3606397
ATXN7L2,425.3145006,408.8578006,485.9054672,348.7523581,310.2402262,393.357512,300.1936084,338.1084537,391.1962878,317.8512495
ATXN7L3,4990.875879,4876.944903,5505.547233,5117.449291,5431.245012,3318.144886,4417.545559,3588.406053,3819.858436,3471.320919
ATXN7L3B,4173.337708,4374.980871,4152.471455,4069.122469,4114.765105,5155.473012,4846.256559,4925.339193,4838.949525,5139.558386
AUH,551.8382651,632.5151617,609.194914,633.3425613,543.9409229,678.1682676,586.9600266,581.2752785,617.9910977,696.3831921
AUNIP,447.6994743,545.4810755,440.3194532,483.2859087,470.4629746,351.5321563,495.8469505,442.7380038,416.9459169,432.4703365
AUP1,9144.748393,8059.761197,8566.026444,8195.162979,7803.970426,8405.900656,8215.522202,8263.796877,8659.798331,8310.365397
AURKA,6210.370316,6878.728887,6868.98347,7246.184011,7815.196224,7313.462199,8020.827945,8392.64623,8523.127222,6799.127183
AURKAIP1,2889.608129,2438.978464,2602.54698,2412.29005,2419.669659,2196.827017,2948.227323,2713.586759,2708.662904,2781.680026
AURKAP1,30.17105153,15.18036388,14.50464081,24.83696319,20.4105412,9.958418027,24.93621028,29.06376393,25.74962907,12.52141286
AURKAP2,0,2.024048518,2.072091544,0,0,0,0,0,0,0
AURKB,2166.476152,2221.393248,2403.626191,2385.38334,2396.197536,2567.280167,2962.613598,2937.377741,2738.374015,2452.270549
AURKC,24.33149317,21.25250943,23.82905276,19.66259586,32.65686591,27.88357047,30.69072034,31.00134819,25.74962907,28.89556814
AUTS2,47.68972661,31.37275202,33.15346471,19.66259586,28.57475767,30.87109588,50.83150557,31.97014032,40.6051843,36.60105298
AVEN,509.9880968,538.3969057,435.1392243,539.1690759,441.8882169,497.9209013,433.5064248,487.3024418,456.5607308,413.2066244
AVIL,54.5025447,52.62526146,36.26160203,31.04620399,45.92371769,54.77129915,45.0769955,34.87651671,68.33555407,36.60105298
AVL9,3973.819464,4437.726375,3815.756579,4047.390127,4072.923496,4502.20079,3946.634819,4288.842763,4089.239171,4212.973835
AVP,0,0,3.108137317,5.174367331,2.04105412,0.995841803,1.918170021,0,0.990370349,0.963185605
AVPI1,848.6824817,1015.060332,1064.019008,833.0731403,768.456876,895.2617806,656.0141473,821.535727,945.8036832,792.7017526
AVPR1A,2.91977918,13.15631536,5.180228861,5.174367331,8.164216478,7.966734421,3.836340043,5.812752785,6.932592442,8.668670441
AVPR1B,0.973259727,6.072145553,8.288366178,4.139493865,4.082108239,5.975050816,2.877255032,2.906376393,6.932592442,3.852742418
AVPR2,0,0,0,0,0,0,0,0,0,0
AWAT1,0,0,0,0,0,0,3.836340043,0,0,0
AWAT2,0,0,0,0,0,0,0,0,0,0
AXDND1,28.22453208,25.30060647,19.68486967,26.90671012,29.59528473,32.86277949,31.64980535,34.87651671,22.77851802,32.74831056
AXIN1,2712.474858,2331.703892,2279.300699,2563.381576,2357.417508,2508.525501,2433.198672,2576.987068,2631.414017,3069.672522
AXIN2,7992.408876,7168.167825,7620.116654,7806.050556,7793.765156,10037.08953,9251.334013,9877.804567,9808.627935,9613.55552
AXL,91.48641432,68.8176496,142.9743166,126.2545629,160.2227484,253.9396597,185.1034071,146.2876118,206.9874029,183.0052649
AZGP1,886.6396111,679.0682776,969.7388428,758.5622508,1056.245507,1052.604785,625.323427,594.8383684,642.7503564,993.0443583
AZGP1P1,16.54541535,22.26453369,47.65810552,16.55797546,28.57475767,29.87525408,23.97712527,15.50067409,18.81703663,34.67468177
AZGP1P2,4.866298634,6.072145553,0,0,2.04105412,0,0,0.968792131,1.980740698,0
AZI2,1847.246961,2240.621709,2083.488048,1888.644076,2008.397254,2330.269818,1785.81629,2085.809458,2153.065138,2271.191656
AZIN1,5865.836373,7465.702957,6577.854608,6329.28612,6373.191488,5702.190162,4830.911199,5560.866831,5484.670992,5395.765757
AZIN2,114.8446478,104.2384987,106.7127145,122.115069,110.2169225,138.4220106,163.0444518,130.7869377,136.6711081,160.851996
AZU1,17.51867508,19.22846092,8.288366178,13.45335506,12.24632472,18.92099425,14.38627516,35.84530884,17.82666628,26.96919693
AZU1P1,0,0,0,0,0,0,0,0,0,0
B2M,6350.519717,6362.596515,6027.714303,6440.017581,6342.575677,6136.377188,5544.470447,6066.576324,5736.225061,5629.819859
B3GALNT1,29.1977918,16.19238814,30.04532739,12.4184816,23.47212238,26.88772867,18.2226152,21.31342688,14.85555523,24.07964012
B3GALNT1P1,0,0,0,0,0,0,0,0,0,0
B3GALNT2,1463.782629,1578.757844,1395.553655,1455.032094,1465.476858,1384.220106,1194.060838,1339.839517,1221.12664,1245.398987
B3GALNT2P1,0,0,0,0,0,0,0,0,0,0
B3GALT1,14.5988959,19.22846092,17.61277813,24.83696319,4.082108239,14.93762704,17.26353019,20.34463475,7.922962791,28.89556814
B3GALT2,0,0,1.036045772,6.209240798,0,0,1.918170021,0,0,0
B3GALT4,0,0,0,0,2.04105412,0,0,0,0,0
B3GALT5,6.812818087,12.14429111,12.43254927,10.34873466,6.123162359,3.983367211,4.795425054,10.65671344,11.88444419,5.779113628
B3GALT6,981.0458046,948.2667305,910.6842338,906.5491564,964.3980715,762.8148208,1020.466451,922.2901086,822.0073896,936.2164077
B3GAT1,0,0,3.108137317,0,3.061581179,6.970892619,0.959085011,0,5.942222093,0
B3GAT2,1.946519454,2.024048518,2.072091544,1.034873466,2.04105412,0,0.959085011,1.937584262,0,0.963185605
B3GAT3,1137.740621,1017.08438,1215.281691,1059.710429,1098.087116,836.5071142,953.3305007,720.7813454,846.7666483,874.572529
B3GAT3P1,0,0,4.144183089,1.034873466,9.184743538,1.991683605,1.918170021,0,4.951851744,0.963185605
B3GLCT,256.9405679,283.3667925,240.3626191,354.9615989,293.9117932,193.1933097,187.0215771,208.2903081,218.8718471,170.483852
B3GNT10,147.9354785,133.5872022,118.109218,149.0217791,128.5864095,114.5218073,147.6990917,148.225196,147.565182,125.2141286
B3GNT2,1851.14,2102.98641,1927.045136,2037.665855,1954.309319,1449.945665,1708.130404,1764.17047,1643.024409,1583.477134
B3GNT2P1,3.893038907,1.012024259,11.39650349,10.34873466,19.39001414,1.991683605,8.631765097,3.875168524,3.961481396,1.926371209
B3GNT3,228.7160358,188.2365121,289.0567704,168.684375,281.6654685,126.4719089,120.8447114,71.69061769,65.36444303,102.0976741
B3GNT4,4.866298634,11.13226685,10.36045772,10.34873466,5.102635299,13.94178524,8.631765097,6.781544916,11.88444419,24.07964012
B3GNT5,9.732597268,2.024048518,6.216274633,3.104620399,8.164216478,6.970892619,2.877255032,5.812752785,1.980740698,3.852742418
B3GNT6,5.839558361,7.084169812,6.216274633,8.27898773,2.04105412,11.95010163,6.713595075,8.719129178,13.86518488,7.705484837
B3GNT7,0.973259727,0,9.32441195,10.34873466,7.143689418,3.983367211,1.918170021,4.843960654,1.980740698,4.815928023
B3GNT8,8.759337541,7.084169812,7.252320405,4.139493865,8.164216478,3.983367211,15.34536017,5.812752785,4.951851744,15.41096967
B3GNT9,47.68972661,32.38477628,58.01856324,47.60417945,57.14951535,51.78377374,88.23582099,78.4721626,60.41259128,65.49662111
B3GNTL1,942.1154155,743.8378302,819.5122058,864.1193443,775.6005654,699.0809455,751.9226484,615.1830031,783.382946,855.3088169
B3GNTL1P1,0,0,0,0,1.02052706,0,0,0,0,0
B3GNTL1P2,0,0,0,0,0,0,0,0,0,0
B4GALNT1,764.9821452,669.9600593,984.2434836,752.35301,980.7265045,393.357512,575.4510064,366.2034255,415.9555465,378.5319426
B4GALNT2,38.93038907,43.51704313,40.40578512,35.18569785,61.23162359,74.6881352,98.7857561,72.65940982,87.1525907,65.49662111
B4GALNT2P1,0,0,0,0,0,0,0,0,0,0
B4GALNT3,1519.258433,1176.984213,1185.236363,1267.719996,1109.312914,2069.359266,2367.980891,2436.512209,2476.916243,2223.032375
B4GALNT4,2316.35815,1857.064515,1945.69396,1768.598754,1807.353423,1926.953888,2074.500878,1934.677885,2162.968842,2451.307364
B4GALT1,2822.453208,3021.904437,2864.66656,3005.272546,2794.20309,2886.945386,2213.568205,2479.139063,2518.511797,2437.822765
B4GALT2,3006.399296,2829.619828,3042.866433,3010.446913,3021.780624,2401.970428,2962.613598,2783.339792,2715.595497,2726.778447
B4GALT3,2304.679033,2183.94835,2293.80534,2185.652761,2215.564247,2427.862315,2332.494746,2234.034654,2229.323655,2286.602625
B4GALT4,1969.877687,2311.463407,1956.054418,2080.095667,1799.189206,1491.77102,1852.952241,1711.855695,1647.976261,1543.023339
B4GALT5,4141.220137,4256.574032,4409.410806,3710.021377,4431.128494,3842.953516,3757.695072,3485.714087,3437.575481,3807.472695
B4GALT6,1068.63918,971.5432884,850.593579,1079.373025,952.1517468,885.3033626,1053.075342,1120.892495,933.919239,944.8850781
B4GALT7,793.2066773,741.8137817,787.3947869,650.9354103,679.6710218,593.5217144,704.9274829,610.3390425,558.5688768,614.5124157
B4GAT1,2420.49694,1950.170747,1737.44876,2024.2125,1828.784491,1758.656623,2045.728328,2044.151396,1908.443662,2006.315614
B9D1,499.2822398,355.2205148,374.0125238,446.030464,421.4776757,251.9479761,370.2068141,287.7312629,247.5925872,270.6551549
B9D2,94.4061935,108.2865957,117.0731723,122.115069,136.750626,94.60497125,131.3946465,128.8493534,122.8059233,147.3673975
BAALC,0,0,0,0,1.02052706,0,0.959085011,0,0,0
BAAT,1951.385752,1634.419178,1763.349904,2886.262097,2491.106553,2397.987061,1572.899418,2747.494483,2339.254764,2867.403545
BABAM1,2318.304669,1804.439253,2063.803178,2116.316238,1867.564519,1784.54851,1885.561131,1885.269487,1717.302185,1883.991043
BABAM2,1888.12387,1717.405167,1683.57438,1653.727799,1705.300717,1391.190998,1212.283454,1265.242523,1244.895529,1167.380953
BACE1,654.0305364,602.154434,640.2762872,756.4925038,744.9847536,905.2201986,851.6674895,839.9427775,823.9881303,900.5785403
BACE2,28.22453208,22.26453369,14.50464081,18.62772239,8.164216478,23.90020326,12.46810514,18.40705049,18.81703663,31.78512495
BACH1,1222.414217,1507.916146,1172.803814,1203.557841,1119.518185,1343.390592,1061.707107,1403.779798,1383.547377,1172.196881
BACH2,2.91977918,2.024048518,16.57673236,5.174367331,7.143689418,1.991683605,7.672680086,1.937584262,2.971111047,1.926371209
BAD,487.6031231,431.1223342,460.0043229,395.3216641,452.0934875,369.4573088,556.2693062,388.4856445,449.6281384,475.8136887
BAG1,2464.293628,2640.371291,2763.134074,2481.626572,2761.546224,2486.616981,2468.684818,2304.756479,2355.10069,2360.767917
BAG2,960.6073503,1322.715706,1275.372346,1085.582266,1113.395022,1365.299111,1092.397827,1312.713337,1349.874786,1307.042865
BAG3,1723.642976,1770.030429,2089.704323,1831.726035,1814.497112,1309.53197,1364.77797,1240.053928,1454.854043,1619.115001
BAG4,1256.478307,1559.529383,1195.596821,1360.858608,1222.591418,1211.939474,1115.415867,1361.152944,1090.397754,1289.705525
BAG5,1480.328044,1741.693749,1701.187158,1563.693808,1737.957583,1482.808444,1637.158113,1636.289909,1523.189597,1536.281039
BAG6,8499.477194,8314.79131,8595.035726,7902.293788,7531.489701,9587.964876,8503.247705,9133.77221,9370.884241,9578.880838
BAGE2,32.11757098,33.39680054,20.72091544,14.48822853,18.36948708,12.94594343,2.877255032,20.34463475,27.73036977,25.04282572
BAHCC1,137.2296215,77.92586793,70.45111251,102.4524732,85.72427302,195.1849933,272.380143,350.7027514,224.8140692,350.5995601
BAHD1,896.3722083,776.2226065,898.2516845,755.4576304,871.5301091,743.8938266,905.3762501,838.0051932,847.7570186,918.8790668
BAIAP2,950.874753,953.3268518,959.378385,1029.699099,808.2574314,864.3906847,1142.270248,838.9739854,1130.012568,989.1916159
BAIAP2L1,1916.348402,2360.040571,2656.42136,1971.433953,2291.083249,2440.808258,1781.020865,1860.080891,2113.450325,2003.426058
BAIAP2L2,905.1315459,760.0302183,906.5400507,787.5387078,773.5595113,715.0144143,957.1668407,880.632047,788.3347977,992.0811727
BAIAP3,87.59337541,55.66133423,63.1987921,75.54576304,52.04688005,69.70892619,104.5402662,94.94162883,94.08518314,110.7663445
BAK1,1011.216856,1001.904016,1157.263128,947.9440951,1060.327615,959.9914978,929.3533754,878.6944627,901.2370175,974.7438319
BAK1P1,11.67911672,8.09619407,6.216274633,22.76721626,9.184743538,4.979209013,0,2.906376393,7.922962791,11.55822726
BAK1P2,0,0,0,0,0,0,0,0,0,0
BAMBI,1190.296646,1581.793916,1472.221042,1290.487212,1348.116246,1805.461188,1982.428717,2018.962801,2149.103657,1865.690516
BANF1,3980.632282,3502.61596,3909.000698,3985.297719,4131.093538,3244.452593,3595.609705,3589.374845,3559.391034,2994.544045
BANF1P1,1.946519454,1.012024259,0,0,1.02052706,0.995841803,0,0,0,0
BANF1P2,15.57215563,10.12024259,6.216274633,21.73234279,17.34896002,3.983367211,5.754510064,5.812752785,5.942222093,16.37415528
BANF1P3,406.8225658,466.5431833,345.0032421,515.3669862,464.3398122,373.440676,402.8157045,451.457133,400.1096209,413.2066244
BANF1P4,0,0,4.144183089,15.52310199,0,0,0,0,0,0
BANF1P5,0,0,0,0,0,0,0,0,0,0
BANF2,0,3.036072776,1.036045772,2.069746933,2.04105412,0.995841803,0.959085011,1.937584262,2.971111047,0
BANK1,20.43845426,17.2044124,11.39650349,16.55797546,22.45159532,18.92099425,44.11791049,28.0949718,22.77851802,36.60105298
BANP,330.9083071,440.2305526,381.2648442,347.7174847,317.3839156,428.2119751,428.7109998,404.9551107,421.8977686,533.604825
BAP1,3404.462524,3041.132898,3363.004577,3316.769459,3369.780351,3388.849654,3392.283683,3363.646278,3324.673261,3189.107537
BARD1,610.2338487,543.457027,536.67171,634.3774348,635.7883582,575.5965619,745.2090533,819.5981427,703.1629477,582.7272908
BARHL1,0,0,0,0,0,0,0,0,0,0
BARHL2,0,0,0,0,0,0,0,0,0,0
BARX1,0.973259727,1.012024259,1.036045772,1.034873466,1.02052706,0,0,0,0.990370349,0
BARX2,13.62563617,5.060121294,10.36045772,8.27898773,18.36948708,12.94594343,2.877255032,11.62550557,8.91333314,3.852742418
BASP1,20.43845426,14.16833962,45.58601398,33.11595092,48.98529887,6.970892619,31.64980535,8.719129178,9.903703489,2.889556814
BASP1P1,0,0,0,0,3.061581179,0,0,0,0,0
BATF,42.82342798,18.21643666,52.83833438,38.29031825,40.82108239,24.89604507,41.24065546,26.15738753,21.78814768,16.37415528
BATF2,123.6039853,113.346717,104.640623,107.6268405,85.72427302,106.5550729,117.0083713,93.9728367,104.979257,116.5454582
BATF3,3.893038907,7.084169812,8.288366178,1.034873466,5.102635299,7.966734421,6.713595075,2.906376393,7.922962791,1.926371209
BAX,3514.440873,2992.555733,3524.627717,3095.306538,3615.727373,2730.598223,3398.997278,2646.740102,2890.891048,2632.386257
BAZ1A,2369.887435,2727.405377,2577.681881,2573.730311,2818.695739,2063.384215,2195.34559,2533.391422,2298.64958,1976.456861
BAZ1B,4561.668339,5709.840868,5046.578956,5468.271396,5353.684956,5496.050909,4689.925702,5499.832927,5794.656911,5075.988136
BAZ2A,4921.774438,4913.377776,4988.560393,4618.64028,4531.140145,5866.504059,4370.550394,4749.019026,5358.893958,5595.145177
BAZ2B,1153.312776,977.615434,998.7481244,976.9205521,1000.116519,1545.546478,1509.599807,1754.482549,1539.035522,1687.501179
BBC3,209.2508413,260.0902345,280.7684043,209.0444402,245.9470214,328.6277949,294.4390983,240.2604485,270.3711052,322.6671775
BBIP1,710.4796005,721.5732965,731.4483152,703.7139571,685.7941842,476.0123817,449.81087,493.1151946,459.5318419,467.1450182
BBIP1P1,0,0,0,1.034873466,0,0,0,0,0,0
BBOF1,374.7049948,383.5571941,401.9857596,322.8805215,423.5187298,294.7691736,290.6027582,283.8560944,284.2362901,300.5139086
BBOX1,0.973259727,2.024048518,3.108137317,0,3.061581179,0.995841803,0.959085011,0,0,0
BBS1,629.6990432,498.9279596,577.0774951,639.5518021,641.9115206,597.5050816,757.6771585,643.2779749,573.424432,707.9414194
BBS10,462.2983702,636.5632588,476.5810552,475.006921,523.5303817,624.3928103,558.1874762,550.2739303,506.0792483,518.1938553
BBS12,55.47580443,67.80562534,64.23483788,66.23190184,75.51900242,59.75050816,63.29961071,65.8778649,71.30666512,55.86476507
BBS2,1089.077634,1106.142515,1011.180674,1196.313727,1036.855493,1022.729531,883.3172949,842.8491539,901.2370175,939.1059645
BBS4,650.1374975,606.202531,676.5378892,637.4820552,671.5068053,695.0975783,722.1910131,702.3742949,636.8081343,680.0090369
BBS5,1056.960063,1042.384987,920.0086457,798.9223159,980.7265045,1236.835519,1493.295362,1310.775753,1283.519972,1378.3186
BBS7,591.7419139,738.7777089,657.8890653,687.1559816,734.779483,715.0144143,626.282512,603.5574975,728.9125768,663.6348816
BBS9,389.3038907,317.7756173,375.0485695,394.2867906,390.8618639,454.103862,324.1707336,353.6091278,361.4851773,352.5259313
